    4.4662   	  3.343
   4.49299   	  3.299
   4.45381   	  3.278
   4.44815   	  3.259
   4.45327   	  3.128
     4.439   	  3.483
   4.45517   	  3.297
   4.45656   	  3.308
   4.38815   	  3.536
   4.43096   	  3.407
   4.43813   	  3.370
   4.47297   	  3.294
   4.39473   	  3.184
   4.41363   	  3.137
   4.40771   	  3.194
   4.40881   	  3.201
   4.40315   	  3.415
   4.45976   	  3.246
   4.47016   	  3.394
   4.39864   	  3.346
   4.37523   	  3.411
   4.37007   	  3.358
   4.34072   	  3.303
   4.49842   	  3.851
   4.42593   	  3.121
   4.51681   	  3.527
   4.41339   	  3.277
   4.30675   	  3.456
    4.5629   	  3.495
   4.42568   	  3.379
   4.44652   	  3.230
   4.44286   	  3.370
   4.43433   	  3.314
   4.40402   	  3.289
   4.28939   	  3.689
   4.42577   	  2.919
   4.32318   	  3.414
   4.54966   	  3.969
   4.45412   	  3.443
   4.59051   	  3.983
   4.64111   	  3.475
   4.63285   	  3.420
   4.33451   	  2.964
   4.57936   	  3.724
   4.60132   	  3.750
   4.64883   	  3.421
   4.50151   	  3.237
   4.55866   	  3.044
   4.34554   	  3.645
   4.64726   	  3.564
   4.56035   	  2.859
   4.36398   	  3.625
   4.23755   	  3.013
   4.35736   	  3.563
   4.32748   	  3.495
   4.34937   	  3.446
   4.35576   	  3.342
   4.36591   	  3.451
   4.36368   	  3.558
   4.35353   	  3.736
   4.17285   	  3.207
   4.18948   	  3.288
   4.27397   	  3.679
   4.50087   	  2.933
   4.37096   	  3.470
     4.334   	  3.544
   4.18203   	  3.290
   4.31184   	  3.649
   4.28786   	  3.659
   4.36074   	  3.516
   4.35375   	  3.617
   4.67111   	  2.845
   4.18342   	  3.120
   4.64359   	  2.733
    4.6241   	  2.835
   4.61259   	  2.826
   4.61716   	  2.609
   4.17823   	  3.545
   4.63284   	  2.664
   4.41069   	  3.288
    4.6281   	  2.680
   4.29431   	  3.283
   4.65527   	  2.704
   4.32482   	  2.830
   4.39175   	  3.327
    4.7032   	  2.596
   4.70191   	  2.486
   4.30464   	  3.085
   4.70514   	  2.521
   4.31909   	  3.336
   4.37823   	  3.164
   4.69187   	  2.719
   4.70294   	  2.739
   4.68195   	  2.840
   4.18744   	  2.421
   4.62018   	  3.256
     4.398   	  3.038
   4.60649   	  3.552
   4.83769   	  2.651
    4.6489   	  2.601
   4.59924   	  2.759
   4.78111   	  2.618
   4.53988   	  2.798
   4.53873   	  3.442
   4.46796   	  2.635
   4.56121   	  3.579
   4.22602   	  2.452
   4.38257   	  2.922
   4.85277   	  2.733
   4.39385   	  2.743
   4.14686   	  3.078
   4.87377   	  2.860
   4.14662   	  2.948
   4.17426   	  3.147
   4.16289   	  3.221
   4.40149   	  3.081
   4.18666   	  3.150
    4.4101   	  3.372
    4.4417   	  2.510
   4.56957   	  3.594
   4.38787   	  3.217
   4.36885   	  3.061
   4.81894   	  2.664
   4.44906   	  2.431
   4.19717   	  3.055
   4.39188   	  3.017
   4.43902   	  2.702
   4.40858   	  3.013
   4.41509   	  2.647
