   4.4662  	 3.343
  4.50577  	 3.268
  4.47233  	 3.313
  4.52179  	 3.173
  4.43311  	 3.225
  4.42403  	 3.440
  4.42417  	 3.469
  4.41771  	 3.259
  4.46949  	 3.526
  4.40869  	 3.154
  4.45681  	 3.429
  4.58524  	 3.209
  4.39241  	 3.341
  4.32499  	 3.183
  4.60615  	 3.216
  4.45025  	 3.266
  4.62853  	 3.336
  4.41252  	 3.368
   4.4118  	 3.290
  4.44129  	 3.352
  4.42475  	 3.423
  4.36824  	 3.194
  4.50037  	 3.109
  4.33914  	 3.285
  4.54082  	 3.601
  4.41363  	 3.200
  4.53212  	 3.199
   4.4926  	 3.291
  4.34759  	 3.333
   4.4778  	 3.367
  4.30194  	 3.624
  4.46413  	 3.319
  4.60162  	 3.683
  4.44234  	 3.211
  4.40675  	 3.358
  4.60859  	 3.297
  4.45503  	 2.952
  4.62534  	 3.305
  4.33215  	 3.291
  4.65086  	 3.455
  4.34166  	 2.925
  4.47643  	 2.877
  4.45796  	 3.016
   4.5501  	 3.226
   4.4141  	 3.639
  4.57616  	 3.639
  4.22072  	 3.240
  4.38088  	 3.387
  4.36973  	 3.445
  4.41345  	 3.685
  4.44436  	 4.009
  4.44571  	 3.052
  4.23746  	 3.499
  4.44231  	 2.986
  4.43239  	 2.968
  4.41916  	 3.040
  4.17162  	 3.233
  4.42658  	 3.351
  4.23334  	 3.210
  4.29344  	 3.580
  4.53636  	 3.138
  4.74267  	 2.916
  4.72229  	 2.901
  4.23373  	 3.612
  4.37379  	 3.453
  4.20486  	 2.956
   4.3108  	 3.574
  4.20656  	 3.415
  4.19348  	 3.467
  4.69589  	 2.841
  4.17298  	 3.312
  4.58519  	 2.660
  4.50221  	 3.365
  4.33578  	 3.641
  4.27313  	 3.185
  4.15329  	 3.597
  4.15936  	 3.544
  4.33737  	 3.419
  4.14127  	 3.457
  4.14285  	 3.503
   4.2794  	 3.200
  4.62329  	 2.547
  4.59202  	 3.105
  4.61095  	 3.096
  4.33415  	 3.278
  4.06152  	 3.483
  4.62119  	 2.775
  4.29517  	 3.191
   4.1592  	 3.589
  4.15015  	 3.477
  4.19287  	 2.437
  4.37187  	 3.038
  4.68617  	 2.772
  4.09188  	 3.584
  4.64986  	 2.823
  4.77666  	 2.594
  4.68638  	 2.748
   4.3201  	 3.005
  4.63452  	 3.936
  4.33162  	 3.125
  4.33846  	 3.070
  4.07002  	 3.095
  4.06086  	 3.097
  4.53095  	 2.794
  4.39322  	 3.126
  4.24179  	 2.500
  4.40142  	 3.043
  4.09337  	 3.331
  4.20144  	 2.758
  4.20751  	 2.739
  4.86019  	 2.842
  4.15678  	 2.855
  4.89082  	 2.798
  4.44989  	 2.808
  4.41362  	 2.622
  4.45736  	 3.141
  4.42339  	 3.172
  4.41364  	 2.998
  4.40008  	 3.025
  4.41536  	 3.054
  4.41011  	 2.929
  4.53885  	 3.428
   4.1109  	 3.301
  4.07364  	 3.357
  4.43011  	 3.348
  4.31738  	 3.388
  4.19207  	 2.954
  4.21326  	 2.980
  4.19727  	 3.000
  4.17362  	 3.255
  4.36401  	 3.415
  4.06609  	 2.969
  4.06452  	 2.940
  4.04488  	 2.971
  4.40711  	 3.047
  4.40242  	 3.046
  4.40044  	 3.120
  4.40319  	 3.222
  4.35391  	 2.895
  4.46292  	 3.335
  4.12376  	 3.143
  4.44902  	 3.536
     4.42  	 2.491
  4.42173  	 2.610
  4.42221  	 2.729
  4.41522  	 2.470
  4.42231  	 3.071
  4.50592  	 3.318
  4.96573  	 2.436
  4.34773  	 2.585
  4.16342  	 2.812
  4.36857  	 3.066
  3.87359  	 2.360
  4.37696  	 2.675
  4.09458  	 3.084
  4.09633  	 3.219
  4.08926  	 3.092
  4.38751  	 2.581
   4.2046  	 2.772
  4.35966  	 2.577
  3.84724  	 2.417
  3.82718  	 2.400
  4.10502  	 3.482
  4.13506  	 3.505
  4.14814  	 3.550
  4.21077  	 3.206
  4.23549  	 3.130
   4.5336  	 3.210
  4.36391  	 2.961
  4.32144  	 3.371
  4.45825  	 2.735
  4.21783  	 3.160
  4.21847  	 3.110
  4.69239  	 2.749
  4.20483  	 3.264
  4.43547  	 3.021
  4.41522  	 3.386
   4.3728  	 3.061
   4.6629  	 2.868
  4.20712  	 3.173
   4.4878  	 3.029
  4.47298  	 3.081
  4.48735  	 3.050
  4.52558  	 3.220
  4.44914  	 3.178
  4.46531  	 3.258
  4.60526  	 3.883
  4.11544  	 3.465
  4.17494  	 3.194
  4.43883  	 3.468
  4.48329  	 2.876
  4.30302  	 3.355
  3.81475  	 2.081
  4.57808  	 3.151
   3.8431  	 2.126
  5.08089  	 2.492
  4.08243  	 3.255
  4.07392  	 3.454
  4.11625  	 3.034
  4.05525  	 3.327
  4.04065  	 3.289
  4.02768  	 3.472
   3.8115  	 2.323
  4.30473  	 3.714
  4.57006  	 3.171
  4.57416  	 3.271
  4.54859  	 3.212
  4.08805  	 3.576
  3.83277  	 2.437
  4.51787  	 3.249
  4.17849  	 2.858
  3.82494  	 2.467
  3.80073  	 2.480
  4.40843  	 3.459
   4.0732  	 3.572
  4.08628  	 3.643
  5.03307  	 2.470
  5.05812  	 2.405
  4.11133  	 3.640
  3.77978  	 2.711
  3.80062  	 2.621
  4.43373  	 3.332
  4.39599  	 2.736
  4.47372  	 3.392
  4.14328  	 3.623
  4.14427  	 3.654
   3.8371  	 2.805
  3.86683  	 2.852
  4.42987  	 2.865
  5.00942  	 2.814
  4.73785  	 2.878
  3.86217  	 2.866
  4.37829  	 2.942
  4.18927  	 3.604
  4.39514  	 3.442
  3.86672  	 3.029
  4.16005  	 3.302
  4.46387  	 2.901
  4.44204  	 2.851
  4.44171  	 2.942
  4.38178  	 3.401
  4.37543  	 3.312
  4.03214  	 2.343
  4.01477  	 2.343
  3.98399  	 2.445
   3.9882  	 2.384
  3.96806  	 2.345
  3.95961  	 2.348
   4.4265  	 2.457
  4.44221  	 2.767
  4.31745  	 3.097
  4.42192  	 2.665
  4.48082  	 2.531
   4.3345  	 2.747
  3.95575  	 2.096
  5.08856  	 2.465
  5.10711  	 2.422
  4.35349  	 3.054
  4.36715  	 3.308
  4.35813  	 2.997
  3.94804  	 2.101
  4.41011  	 2.963
  4.74608  	 3.161
    4.342  	 3.251
  4.39294  	 2.867
  4.35256  	 3.299
    5.143  	 2.496
  4.59434  	 2.539
  4.37728  	 2.765
  3.94521  	 2.904
  4.33044  	 3.534
  4.26396  	 3.242
  4.13883  	 3.407
  4.33646  	 3.119
  4.37357  	 2.718
  5.14007  	 2.498
  4.34993  	 2.661
  4.01972  	 1.979
  5.17795  	 2.385
  5.19528  	 2.374
  5.22305  	 2.409
  4.02672  	 2.087
  4.32618  	 3.307
  4.43408  	 3.461
  4.43248  	 3.502
  4.17427  	 3.081
  4.34719  	 3.357
  3.77004  	 2.959
  4.02837  	 2.135
  4.33809  	 3.315
  4.02679  	 2.107
  4.03139  	 2.130
  4.03795  	 2.239
  4.40735  	 2.714
  4.45387  	 2.872
  4.51025  	 2.777
  4.41081  	 2.932
  4.40035  	 2.949
  4.48491  	 3.403
    4.465  	 3.368
  4.72419  	 2.059
  4.33966  	 3.055
  3.79196  	 3.200
  4.73057  	 1.810
  4.45051  	 3.411
  4.35618  	 2.928
  4.75124  	 2.038
  4.36916  	 2.869
  3.99883  	 1.967
  4.02582  	 2.061
  3.87586  	 3.026
  4.55384  	 2.979
  4.61864  	 3.575
  4.81548  	 1.826
  4.38178  	 2.786
  3.92514  	 3.149
  4.57279  	 3.105
  4.57105  	 3.037
  4.58368  	 3.196
  4.56096  	 3.640
  4.60853  	 3.274
  3.95545  	 2.767
  3.94106  	 2.654
  4.58903  	 3.420
  3.94817  	 2.593
  3.94828  	 2.572
  4.67574  	 2.740
  4.48303  	 2.924
  4.76126  	 1.407
  4.48409  	 2.933
  4.46348  	 2.912
  4.50397  	 2.872
  4.63552  	 2.685
  4.63633  	 2.608
  5.04503  	 2.928
  4.67022  	 2.658
  4.30056  	 3.133
  4.72584  	 2.588
  4.65229  	 3.714
  4.67695  	 2.498
  3.83296  	 2.793
  3.92592  	 2.024
  4.62419  	 2.461
  4.58612  	 2.534
  4.27622  	 3.226
  4.58112  	 2.620
  4.59911  	 2.743
  4.21458  	 3.385
  4.40633  	 3.259
  3.86686  	 1.566
  5.03186  	 2.958
  4.65395  	 3.017
  4.60531  	 2.951
  4.61922  	 2.820
  4.60388  	 2.838
  3.89751  	 2.747
  3.89696  	 2.831
  5.00183  	 2.860
  4.38165  	 2.911
  4.98104  	 2.778
  4.95621  	 2.723
     4.64  	 3.098
  4.66726  	 3.140
  4.67023  	 2.863
  3.85873  	 2.608
  3.83338  	 2.843
  4.61723  	 3.829
  4.53436  	 2.648
   4.2019  	 3.235
  4.62705  	 3.781
  3.77866  	 1.704
  4.66027  	 2.680
  3.77329  	 2.606
  3.79732  	 1.780
  4.68232  	 2.588
  4.29491  	 3.185
   4.4711  	 3.078
  4.71497  	 2.731
  4.27227  	 3.133
  4.24326  	 2.912
  4.27739  	 3.267
  4.56183  	 3.591
  4.95238  	 3.313
   4.5136  	 3.393
  4.96937  	 3.341
  4.28918  	 2.994
  3.82868  	 1.490
  4.95778  	 3.246
   4.5668  	 3.023
  4.33897  	 2.972
  3.74668  	 2.618
  3.73875  	 2.436
  4.10967  	 2.992
  4.67166  	 2.925
  3.82537  	 1.412
  4.90579  	 3.048
  4.30081  	 3.112
  4.62138  	 2.662
  4.52581  	 2.549
  4.28031  	 3.058
  4.47392  	 2.553
  4.72906  	 3.044
  5.09333  	 3.292
  4.76529  	 2.981
  3.73685  	 2.380
  4.77863  	 2.751
  4.68634  	 2.892
  3.70601  	 2.400
  5.23909  	 3.232
  5.24812  	 3.239
  5.22328  	 3.407
  3.72492  	 2.674
  5.20216  	 3.399
  3.93156  	 1.326
  3.92132  	 1.364
  4.15407  	 3.194
  4.66084  	 2.991
  4.27495  	 2.202
  5.12635  	 3.526
  3.73635  	 2.644
  5.15421  	 3.562
  3.90665  	 1.762
  3.91864  	 1.696
  3.89686  	 1.651
  3.90917  	 1.652
  3.89579  	 1.693
  3.89192  	 1.871
  3.87331  	 1.702
  4.41731  	 3.365
  3.67974  	 2.480
  4.67596  	 2.787
  3.86212  	 1.867
  4.66959  	 2.068
  3.64494  	 2.433
  4.67716  	 2.820
  5.05561  	 3.079
  4.75116  	 2.175
  5.07455  	 2.948
  5.09489  	 3.017
  4.74122  	 3.186
  4.72513  	 2.749
  4.71087  	 2.838
  4.10472  	 2.895
  3.67997  	 2.354
  4.73418  	 3.012
  4.72232  	 2.308
  4.09123  	 2.913
  5.19331  	 3.455
  4.70452  	 2.766
  3.79175  	 2.137
  3.78987  	 2.080
  4.73939  	 2.795
  4.08692  	 2.754
  4.33113  	 3.853
  3.80951  	 2.051
  3.62172  	 2.058
  3.64149  	 1.968
  4.22769  	 2.199
  3.91051  	 2.056
   4.7483  	 2.871
  5.27149  	 3.658
  5.28531  	 3.546
  4.16136  	 2.955
  4.17593  	 2.799
  5.27496  	 3.612
  5.27096  	 3.540
  4.07574  	 2.592
  5.25632  	 3.515
  4.07494  	 2.852
  4.08081  	 2.919
  4.25383  	 4.181
  4.03313  	 2.557
  4.80519  	 2.654
  5.35375  	 3.568
  4.00836  	 2.569
  5.31768  	 3.362
